School,County,SupervisoryUnion,OperatingDistrict,Grade,Enrollment,year
South Royalton Elementary/High,Windsor County,Orange Windsor SU,Royalton,Grade08,16,2011
South Royalton Elementary/High,Windsor County,Orange Windsor SU,Royalton,Grade09,36,2011
South Royalton Elementary/High,Windsor County,Orange Windsor SU,Royalton,Grade10,42,2011
South Royalton Elementary/High,Windsor County,Orange Windsor SU,Royalton,Grade11,31,2011
South Royalton Elementary/High,Windsor County,Orange Windsor SU,Royalton,Grade12,30,2011
Sharon Elementary School,Windsor County,Orange Windsor SU,Sharon,PKEEE,11,2011
Sharon Elementary School,Windsor County,Orange Windsor SU,Sharon,KPart,13,2011
Sharon Elementary School,Windsor County,Orange Windsor SU,Sharon,Grade01,21,2011
Sharon Elementary School,Windsor County,Orange Windsor SU,Sharon,Grade02,13,2011
Sharon Elementary School,Windsor County,Orange Windsor SU,Sharon,Grade03,11,2011
Sharon Elementary School,Windsor County,Orange Windsor SU,Sharon,Grade04,13,2011
Sharon Elementary School,Windsor County,Orange Windsor SU,Sharon,Grade05,13,2011
Sharon Elementary School,Windsor County,Orange Windsor SU,Sharon,Grade06,18,2011
Black River USD #39 (School),Windsor County,Rutland Windsor SU,Black River USD #39 (District),Grade07,39,2011
Black River USD #39 (School),Windsor County,Rutland Windsor SU,Black River USD #39 (District),Grade08,24,2011
Black River USD #39 (School),Windsor County,Rutland Windsor SU,Black River USD #39 (District),Grade09,36,2011
Black River USD #39 (School),Windsor County,Rutland Windsor SU,Black River USD #39 (District),Grade10,30,2011
Black River USD #39 (School),Windsor County,Rutland Windsor SU,Black River USD #39 (District),Grade11,27,2011
Black River USD #39 (School),Windsor County,Rutland Windsor SU,Black River USD #39 (District),Grade12,38,2011
Ludlow Elementary School,Windsor County,Rutland Windsor SU,Ludlow,PKEEE,27,2011
Ludlow Elementary School,Windsor County,Rutland Windsor SU,Ludlow,KFull,17,2011
Ludlow Elementary School,Windsor County,Rutland Windsor SU,Ludlow,Grade01,18,2011
Ludlow Elementary School,Windsor County,Rutland Windsor SU,Ludlow,Grade02,14,2011
Ludlow Elementary School,Windsor County,Rutland Windsor SU,Ludlow,Grade03,16,2011
Ludlow Elementary School,Windsor County,Rutland Windsor SU,Ludlow,Grade04,17,2011
Ludlow Elementary School,Windsor County,Rutland Windsor SU,Ludlow,Grade05,11,2011
Ludlow Elementary School,Windsor County,Rutland Windsor SU,Ludlow,Grade06,19,2011
Marion W Cross School,Windsor County,Sau 70,Norwich,PKEEE,4,2011
Marion W Cross School,Windsor County,Sau 70,Norwich,KFull,40,2011
Marion W Cross School,Windsor County,Sau 70,Norwich,Grade01,47,2011
Marion W Cross School,Windsor County,Sau 70,Norwich,Grade02,36,2011
Marion W Cross School,Windsor County,Sau 70,Norwich,Grade03,39,2011
Marion W Cross School,Windsor County,Sau 70,Norwich,Grade04,38,2011
Marion W Cross School,Windsor County,Sau 70,Norwich,Grade05,39,2011
Marion W Cross School,Windsor County,Sau 70,Norwich,Grade06,63,2011
Elm Hill School,Windsor County,Springfield SD,Springfield,KFull,98,2011
Elm Hill School,Windsor County,Springfield SD,Springfield,Grade01,100,2011
Elm Hill School,Windsor County,Springfield SD,Springfield,Grade02,101,2011
Riverside Middle School,Windsor County,Springfield SD,Springfield,Grade06,92,2011
Riverside Middle School,Windsor County,Springfield SD,Springfield,Grade07,111,2011
Riverside Middle School,Windsor County,Springfield SD,Springfield,Grade08,98,2011
Springfield High School,Windsor County,Springfield SD,Springfield,Grade09,139,2011
Springfield High School,Windsor County,Springfield SD,Springfield,Grade10,116,2011
Springfield High School,Windsor County,Springfield SD,Springfield,Grade11,115,2011
Springfield High School,Windsor County,Springfield SD,Springfield,Grade12,96,2011
Union Street School,Windsor County,Springfield SD,Springfield,Grade03,102,2011
Union Street School,Windsor County,Springfield SD,Springfield,Grade04,90,2011
Union Street School,Windsor County,Springfield SD,Springfield,Grade05,100,2011
Springfield SD,Windsor County,Springfield SD,Springfield SD,PKEEE,98,2011
Barnard Central School,Windsor County,Windsor Central SU,Barnard,PKEEE,7,2011
Barnard Central School,Windsor County,Windsor Central SU,Barnard,KFull,8,2011
Barnard Central School,Windsor County,Windsor Central SU,Barnard,Grade01,11,2011
Barnard Central School,Windsor County,Windsor Central SU,Barnard,Grade02,16,2011
Barnard Central School,Windsor County,Windsor Central SU,Barnard,Grade03,3,2011
Barnard Central School,Windsor County,Windsor Central SU,Barnard,Grade04,7,2011
Barnard Central School,Windsor County,Windsor Central SU,Barnard,Grade05,5,2011
Barnard Central School,Windsor County,Windsor Central SU,Barnard,Grade06,10,2011
Bridgewater Village School,Windsor County,Windsor Central SU,Bridgewater,KFull,6,2011
Bridgewater Village School,Windsor County,Windsor Central SU,Bridgewater,Grade01,6,2011
Bridgewater Village School,Windsor County,Windsor Central SU,Bridgewater,Grade02,7,2011
Bridgewater Village School,Windsor County,Windsor Central SU,Bridgewater,Grade03,5,2011
Bridgewater Village School,Windsor County,Windsor Central SU,Bridgewater,Grade04,10,2011
Bridgewater Village School,Windsor County,Windsor Central SU,Bridgewater,Grade05,4,2011
Bridgewater Village School,Windsor County,Windsor Central SU,Bridgewater,Grade06,11,2011
Pomfret School,Windsor County,Windsor Central SU,Pomfret,KFull,8,2011
Pomfret School,Windsor County,Windsor Central SU,Pomfret,Grade01,12,2011
Pomfret School,Windsor County,Windsor Central SU,Pomfret,Grade02,9,2011
Pomfret School,Windsor County,Windsor Central SU,Pomfret,Grade03,13,2011
Pomfret School,Windsor County,Windsor Central SU,Pomfret,Grade04,9,2011
Pomfret School,Windsor County,Windsor Central SU,Pomfret,Grade05,9,2011
Pomfret School,Windsor County,Windsor Central SU,Pomfret,Grade06,14,2011
Reading Elementary School,Windsor County,Windsor Central SU,Reading,KPart,4,2011
Reading Elementary School,Windsor County,Windsor Central SU,Reading,Grade01,7,2011
Reading Elementary School,Windsor County,Windsor Central SU,Reading,Grade02,9,2011
Reading Elementary School,Windsor County,Windsor Central SU,Reading,Grade03,3,2011
Reading Elementary School,Windsor County,Windsor Central SU,Reading,Grade04,2,2011
Reading Elementary School,Windsor County,Windsor Central SU,Reading,Grade05,4,2011
Reading Elementary School,Windsor County,Windsor Central SU,Reading,Grade06,5,2011
Windsor Central SU,Windsor County,Windsor Central SU,Windsor Central SU,PKEEE,5,2011
Woodstock Elementary School,Windsor County,Windsor Central SU,Woodstock,KPart,18,2011
Woodstock Elementary School,Windsor County,Windsor Central SU,Woodstock,Grade01,26,2011
Woodstock Elementary School,Windsor County,Windsor Central SU,Woodstock,Grade02,25,2011
Woodstock Elementary School,Windsor County,Windsor Central SU,Woodstock,Grade03,30,2011
Woodstock Elementary School,Windsor County,Windsor Central SU,Woodstock,Grade04,27,2011
Woodstock Elementary School,Windsor County,Windsor Central SU,Woodstock,Grade05,33,2011
Woodstock Elementary School,Windsor County,Windsor Central SU,Woodstock,Grade06,21,2011
Woodstock Senior UHSD #4,Windsor County,Windsor Central SU,Woodstock UHSD #4,Grade09,95,2011
Woodstock Senior UHSD #4,Windsor County,Windsor Central SU,Woodstock UHSD #4,Grade10,92,2011
Woodstock Senior UHSD #4,Windsor County,Windsor Central SU,Woodstock UHSD #4,Grade11,88,2011
Woodstock Senior UHSD #4,Windsor County,Windsor Central SU,Woodstock UHSD #4,Grade12,98,2011
Woodstock Union Middle School,Windsor County,Windsor Central SU,Woodstock UHSD #4,Grade07,99,2011
Woodstock Union Middle School,Windsor County,Windsor Central SU,Woodstock UHSD #4,Grade08,88,2011
Bethel Elementary School,Windsor County,Windsor Northwest SU,Bethel,KFull,21,2011
Bethel Elementary School,Windsor County,Windsor Northwest SU,Bethel,Grade01,24,2011
Bethel Elementary School,Windsor County,Windsor Northwest SU,Bethel,Grade02,16,2011
Bethel Elementary School,Windsor County,Windsor Northwest SU,Bethel,Grade03,21,2011
Bethel Elementary School,Windsor County,Windsor Northwest SU,Bethel,Grade04,25,2011
Bethel Elementary School,Windsor County,Windsor Northwest SU,Bethel,Grade05,21,2011
Bethel Elementary School,Windsor County,Windsor Northwest SU,Bethel,Grade06,23,2011
Whitcomb Junior/Senior High Sc,Windsor County,Windsor Northwest SU,Bethel,Grade07,17,2011
Whitcomb Junior/Senior High Sc,Windsor County,Windsor Northwest SU,Bethel,Grade08,23,2011
Whitcomb Junior/Senior High Sc,Windsor County,Windsor Northwest SU,Bethel,Grade09,19,2011
Whitcomb Junior/Senior High Sc,Windsor County,Windsor Northwest SU,Bethel,Grade10,21,2011
Whitcomb Junior/Senior High Sc,Windsor County,Windsor Northwest SU,Bethel,Grade11,25,2011
Whitcomb Junior/Senior High Sc,Windsor County,Windsor Northwest SU,Bethel,Grade12,12,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,KFull,10,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade01,9,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade02,11,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade03,9,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade04,11,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade05,12,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade06,9,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade07,15,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade08,20,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade09,12,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade10,11,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade11,20,2011
Rochester School,Windsor County,Windsor Northwest SU,Rochester,Grade12,27,2011
Stockbridge Central School,Windsor County,Windsor Northwest SU,Stockbridge,PKEEE,5,2011
Stockbridge Central School,Windsor County,Windsor Northwest SU,Stockbridge,KPart,5,2011
Stockbridge Central School,Windsor County,Windsor Northwest SU,Stockbridge,Grade01,7,2011
Stockbridge Central School,Windsor County,Windsor Northwest SU,Stockbridge,Grade02,8,2011
Stockbridge Central School,Windsor County,Windsor Northwest SU,Stockbridge,Grade03,6,2011
Stockbridge Central School,Windsor County,Windsor Northwest SU,Stockbridge,Grade04,9,2011
Stockbridge Central School,Windsor County,Windsor Northwest SU,Stockbridge,Grade05,8,2011
Stockbridge Central School,Windsor County,Windsor Northwest SU,Stockbridge,Grade06,10,2011
Windsor Northwest SU,Windsor County,Windsor Northwest SU,Windsor Northwest SU,PKEEE,48,2011
Hartland Elementary School,Windsor County,Windsor Southeast SU,Hartland,KPart,37,2011
Hartland Elementary School,Windsor County,Windsor Southeast SU,Hartland,Grade01,27,2011
Hartland Elementary School,Windsor County,Windsor Southeast SU,Hartland,Grade02,41,2011
Hartland Elementary School,Windsor County,Windsor Southeast SU,Hartland,Grade03,33,2011
Hartland Elementary School,Windsor County,Windsor Southeast SU,Hartland,Grade04,32,2011
Hartland Elementary School,Windsor County,Windsor Southeast SU,Hartland,Grade05,28,2011
Hartland Elementary School,Windsor County,Windsor Southeast SU,Hartland,Grade06,37,2011
Hartland Elementary School,Windsor County,Windsor Southeast SU,Hartland,Grade07,33,2011
Hartland Elementary School,Windsor County,Windsor Southeast SU,Hartland,Grade08,41,2011
Weathersfield School,Windsor County,Windsor Southeast SU,Weathersfield,KFull,22,2011
Weathersfield School,Windsor County,Windsor Southeast SU,Weathersfield,Grade01,19,2011
Weathersfield School,Windsor County,Windsor Southeast SU,Weathersfield,Grade02,22,2011
Weathersfield School,Windsor County,Windsor Southeast SU,Weathersfield,Grade03,27,2011
Weathersfield School,Windsor County,Windsor Southeast SU,Weathersfield,Grade04,24,2011
Weathersfield School,Windsor County,Windsor Southeast SU,Weathersfield,Grade05,22,2011
Weathersfield School,Windsor County,Windsor Southeast SU,Weathersfield,Grade06,26,2011
Weathersfield School,Windsor County,Windsor Southeast SU,Weathersfield,Grade07,18,2011
Weathersfield School,Windsor County,Windsor Southeast SU,Weathersfield,Grade08,23,2011
Albert Bridge School (West Win,Windsor County,Windsor Southeast SU,West Windsor,KFull,7,2011
Albert Bridge School (West Win,Windsor County,Windsor Southeast SU,West Windsor,Grade01,12,2011
Albert Bridge School (West Win,Windsor County,Windsor Southeast SU,West Windsor,Grade02,16,2011
Albert Bridge School (West Win,Windsor County,Windsor Southeast SU,West Windsor,Grade03,17,2011
Albert Bridge School (West Win,Windsor County,Windsor Southeast SU,West Windsor,Grade04,8,2011
Albert Bridge School (West Win,Windsor County,Windsor Southeast SU,West Windsor,Grade05,6,2011
Albert Bridge School (West Win,Windsor County,Windsor Southeast SU,West Windsor,Grade06,12,2011
Windsor High School,Windsor County,Windsor Southeast SU,Windsor,Grade09,52,2011
Windsor High School,Windsor County,Windsor Southeast SU,Windsor,Grade10,70,2011
Windsor High School,Windsor County,Windsor Southeast SU,Windsor,Grade11,68,2011
Windsor High School,Windsor County,Windsor Southeast SU,Windsor,Grade12,62,2011
Windsor High School,Windsor County,Windsor Southeast SU,Windsor,AW,2,2011
Windsor State Street School,Windsor County,Windsor Southeast SU,Windsor,KFull,35,2011
Windsor State Street School,Windsor County,Windsor Southeast SU,Windsor,Grade01,42,2011
Windsor State Street School,Windsor County,Windsor Southeast SU,Windsor,Grade02,32,2011
Windsor State Street School,Windsor County,Windsor Southeast SU,Windsor,Grade03,37,2011
Windsor State Street School,Windsor County,Windsor Southeast SU,Windsor,Grade04,33,2011
Windsor State Street School,Windsor County,Windsor Southeast SU,Windsor,Grade05,33,2011
Windsor State Street School,Windsor County,Windsor Southeast SU,Windsor,Grade06,34,2011
Windsor State Street School,Windsor County,Windsor Southeast SU,Windsor,Grade07,26,2011
Windsor State Street School,Windsor County,Windsor Southeast SU,Windsor,Grade08,35,2011
Windsor Southeast SU,Windsor County,Windsor Southeast SU,Windsor Southeast SU,PKEEE,32,2011
Cavendish Town Elementary Scho,Windsor County,Windsor Southwest SU,Cavendish,PKEEE,13,2011
Cavendish Town Elementary Scho,Windsor County,Windsor Southwest SU,Cavendish,KFull,9,2011
Cavendish Town Elementary Scho,Windsor County,Windsor Southwest SU,Cavendish,Grade01,19,2011
Cavendish Town Elementary Scho,Windsor County,Windsor Southwest SU,Cavendish,Grade02,15,2011
Cavendish Town Elementary Scho,Windsor County,Windsor Southwest SU,Cavendish,Grade03,15,2011
Cavendish Town Elementary Scho,Windsor County,Windsor Southwest SU,Cavendish,Grade04,19,2011
Cavendish Town Elementary Scho,Windsor County,Windsor Southwest SU,Cavendish,Grade05,16,2011
Cavendish Town Elementary Scho,Windsor County,Windsor Southwest SU,Cavendish,Grade06,16,2011
Chester Andover USD #29 (Schoo,Windsor County,Windsor Southwest SU,Chester Andover USD #29 (Distr,PKEEE,36,2011
Chester Andover USD #29 (Schoo,Windsor County,Windsor Southwest SU,Chester Andover USD #29 (Distr,KFull,28,2011
Chester Andover USD #29 (Schoo,Windsor County,Windsor Southwest SU,Chester Andover USD #29 (Distr,Grade01,32,2011
